LocalAuthorityID,BillNumber,DateIssued,EmployeeID,ClientsName,BriefDesc,BillStatus,DatePaid,EntryBy,EntryDate,AccountNumber,DetailAmount,,,
1,PF1906-94457,2019-06-13 11:27:02.940,859,kbb454l,1-5241,2,2019-06-13 11:27:03.093,Mobile App,2019-06-13 11:27:03.047,15241,200.00,,,
1,PF1906-94458,2019-06-13 11:27:48.587,859,KCQ229X,1-5241,2,2019-06-13 11:27:48.727,Mobile App,2019-06-13 11:27:48.680,15241,200.00,,,
1,PF1906-94459,2019-06-13 11:28:27.520,859,KBP532V,1-5241,2,2019-06-13 11:28:27.667,Mobile App,2019-06-13 11:28:27.620,15241,500.00,,,
1,PF1906-94461,2019-06-13 11:29:09.440,859,KBL843U,1-5241,2,2019-06-13 11:29:09.880,Mobile App,2019-06-13 11:29:09.630,15241,200.00,,,
1,PF1906-94462,2019-06-13 11:29:37.053,859,KAY558Z,1-5241,2,2019-06-13 11:29:37.180,Mobile App,2019-06-13 11:29:37.150,15241,200.00,,,
1,PF1906-94463,2019-06-13 11:29:46.623,859,KCM218X,1-5241,2,2019-06-13 11:29:46.753,Mobile App,2019-06-13 11:29:46.723,15241,200.00,,,
1,PF1906-94464,2019-06-13 11:30:59.893,859,KBM113H,1-5241,2,2019-06-13 11:31:00.033,Mobile App,2019-06-13 11:31:00.003,15241,200.00,,,
1,PF1906-94465,2019-06-13 11:31:28.530,859,Kbx856w,1-5241,2,2019-06-13 11:31:28.670,Mobile App,2019-06-13 11:31:28.620,15241,200.00,,,
1,PF1906-94466,2019-06-13 11:34:03.740,859,KCA411C,1-5241,2,2019-06-13 11:34:03.867,Mobile App,2019-06-13 11:34:03.837,15241,200.00,,,
1,PF1906-94467,2019-06-13 11:34:16.190,859,kcs175s,1-5241,2,2019-06-13 11:34:16.353,Mobile App,2019-06-13 11:34:16.283,15241,200.00,,,
1,PF1906-94468,2019-06-13 11:36:55.587,859,KCP468X,1-5241,2,2019-06-13 11:36:56.273,Mobile App,2019-06-13 11:36:55.853,15241,200.00,,,
1,PF1906-94469,2019-06-13 11:38:04.987,859,kcc883v,1-5241,2,2019-06-13 11:38:05.173,Mobile App,2019-06-13 11:38:05.097,15241,200.00,,,
1,PF1906-94470,2019-06-13 11:38:05.017,859,kcc883v,1-5241,2,2019-06-13 11:38:05.330,Mobile App,2019-06-13 11:38:05.237,15241,200.00,,,
1,PF1906-94471,2019-06-13 11:38:50.557,859,kch421s,1-5241,2,2019-06-13 11:38:50.680,Mobile App,2019-06-13 11:38:50.650,15241,200.00,,,
1,PF1906-94473,2019-06-13 11:40:32.020,859,KAR005Q,1-5241,2,2019-06-13 11:40:32.223,Mobile App,2019-06-13 11:40:32.193,15241,200.00,,,
1,PF1906-94474,2019-06-13 11:43:22.057,859,Kbf885k,1-5241,2,2019-06-13 11:43:22.180,Mobile App,2019-06-13 11:43:22.150,15241,200.00,,,
1,PF1906-94475,2019-06-13 11:43:51.613,859,kcs244r,1-5241,2,2019-06-13 11:43:51.737,Mobile App,2019-06-13 11:43:51.690,15241,200.00,,,
1,PF1906-94476,2019-06-13 11:48:57.243,859,KAN652L,1-5241,2,2019-06-13 11:48:57.930,Mobile App,2019-06-13 11:48:57.383,15241,200.00,,,
1,PF1906-94477,2019-06-13 11:50:10.713,859,KCN847Z,1-5241,2,2019-06-13 11:50:10.887,Mobile App,2019-06-13 11:50:10.807,15241,200.00,,,
1,PF1906-94478,2019-06-13 11:50:22.910,859,kct674w,1-5241,2,2019-06-13 11:50:23.033,Mobile App,2019-06-13 11:50:23.003,15241,200.00,,,
1,PF1906-94479,2019-06-13 11:50:22.957,859,kct674w,1-5241,2,2019-06-13 11:50:23.080,Mobile App,2019-06-13 11:50:23.050,15241,200.00,,,
1,PF1906-94481,2019-06-13 11:51:37.733,859,kck532n,1-5241,2,2019-06-13 11:51:37.873,Mobile App,2019-06-13 11:51:37.827,15241,200.00,,,
1,PF1906-94482,2019-06-13 11:52:06.753,859,KCB850N,1-5241,2,2019-06-13 11:52:06.893,Mobile App,2019-06-13 11:52:06.863,15241,200.00,,,
1,PF1906-94483,2019-06-13 11:52:27.617,859,KBK878W,1-5241,2,2019-06-13 11:52:27.757,Mobile App,2019-06-13 11:52:27.723,15241,200.00,,,
1,PF1906-94484,2019-06-13 11:52:30.690,859,KCS183Y,1-5241,2,2019-06-13 11:52:30.830,Mobile App,2019-06-13 11:52:30.783,15241,200.00,,,
1,PF1906-94486,2019-06-13 11:53:27.280,859,Kcq765b,1-5241,2,2019-06-13 11:53:27.483,Mobile App,2019-06-13 11:53:27.390,15241,200.00,,,
1,PF1906-94487,2019-06-13 11:53:45.787,859,KCD711R,1-5241,2,2019-06-13 11:53:45.927,Mobile App,2019-06-13 11:53:45.880,15241,200.00,,,
1,PF1906-94488,2019-06-13 11:54:14.167,859,KAZ050E,1-5241,2,2019-06-13 11:54:14.307,Mobile App,2019-06-13 11:54:14.260,15241,200.00,,,
1,PF1906-94491,2019-06-13 11:55:04.917,859,KCT095V,1-5241,2,2019-06-13 11:55:05.040,Mobile App,2019-06-13 11:55:05.010,15241,200.00,,,
1,PF1906-94492,2019-06-13 11:55:13.790,859,KCT872H,1-5241,2,2019-06-13 11:55:13.960,Mobile App,2019-06-13 11:55:13.867,15241,200.00,,,
1,PF1906-94493,2019-06-13 11:55:13.883,859,KCT872H,1-5241,2,2019-06-13 11:55:14.053,Mobile App,2019-06-13 11:55:13.977,15241,200.00,,,
1,PF1906-94494,2019-06-13 11:57:24.083,859,KBN381,1-5241,2,2019-06-13 11:57:24.223,Mobile App,2019-06-13 11:57:24.177,15241,200.00,,,
1,PF1906-94495,2019-06-13 11:58:17.287,859,kcr486d,1-5241,2,2019-06-13 11:58:17.410,Mobile App,2019-06-13 11:58:17.380,15241,200.00,,,
1,PF1906-94496,2019-06-13 11:59:21.703,859,KAY861X,1-5241,2,2019-06-13 11:59:21.843,Mobile App,2019-06-13 11:59:21.797,15241,5000.00,,,
1,PF1906-94498,2019-06-13 12:00:50.663,859,KBJ543F,1-5241,2,2019-06-13 12:00:50.820,Mobile App,2019-06-13 12:00:50.757,15241,200.00,,,
1,PF1906-94499,2019-06-13 12:00:51.070,859,KAS501M,1-5241,2,2019-06-13 12:00:51.240,Mobile App,2019-06-13 12:00:51.180,15241,200.00,,,
1,PF1906-94500,2019-06-13 12:01:54.863,859,KCS879Z,1-5241,2,2019-06-13 12:01:55.003,Mobile App,2019-06-13 12:01:54.957,15241,200.00,,,
1,PF1906-94501,2019-06-13 12:02:23.830,859,KBW982H,1-5241,2,2019-06-13 12:02:24.017,Mobile App,2019-06-13 12:02:23.937,15241,200.00,,,
1,PF1906-94502,2019-06-13 12:02:37.803,859,kmdu145n,1-5241,2,2019-06-13 12:02:37.973,Mobile App,2019-06-13 12:02:37.897,15241,200.00,,,
1,PF1906-94503,2019-06-13 12:03:08.153,859,kbh159r,1-5241,2,2019-06-13 12:03:08.270,Mobile App,2019-06-13 12:03:08.247,15241,200.00,,,
1,PF1906-94505,2019-06-13 12:05:26.120,859,KAT214R,1-5241,2,2019-06-13 12:05:26.243,Mobile App,2019-06-13 12:05:26.213,15241,200.00,,,
1,PF1906-94507,2019-06-13 12:07:05.760,859,KBU181A,1-5241,2,2019-06-13 12:07:05.950,Mobile App,2019-06-13 12:07:05.857,15241,200.00,,,
1,PF1906-94508,2019-06-13 12:07:06.600,859,KBB311M,1-5241,2,2019-06-13 12:07:06.787,Mobile App,2019-06-13 12:07:06.710,15241,200.00,,,
1,PF1906-94509,2019-06-13 12:07:06.677,859,KBB311M,1-5241,2,2019-06-13 12:07:06.863,Mobile App,2019-06-13 12:07:06.770,15241,200.00,,,
1,PF1906-94510,2019-06-13 12:07:07.130,859,KCT089F,1-5241,2,2019-06-13 12:07:07.317,Mobile App,2019-06-13 12:07:07.223,15241,200.00,,,
1,PF1906-94511,2019-06-13 12:10:26.090,859,Kcl777z,1-5241,2,2019-06-13 12:10:26.260,Mobile App,2019-06-13 12:10:26.183,15241,200.00,,,
1,PF1906-94513,2019-06-13 12:12:03.993,859,kbs321s,1-5241,2,2019-06-13 12:12:04.133,Mobile App,2019-06-13 12:12:04.100,15241,200.00,,,
1,PF1906-94515,2019-06-13 12:14:11.493,859,kbu959j,1-5241,2,2019-06-13 12:14:11.680,Mobile App,2019-06-13 12:14:11.603,15241,200.00,,,
1,PF1906-94516,2019-06-13 12:14:55.297,859,KCJ591Z,1-5241,2,2019-06-13 12:14:55.437,Mobile App,2019-06-13 12:14:55.407,15241,200.00,,,
1,PF1906-94517,2019-06-13 12:15:35.080,859,KCU089U,1-5241,2,2019-06-13 12:15:35.203,Mobile App,2019-06-13 12:15:35.173,15241,200.00,,,
1,PF1906-94519,2019-06-13 12:15:57.607,859,KBV761L,1-5241,2,2019-06-13 12:15:57.747,Mobile App,2019-06-13 12:15:57.700,15241,200.00,,,
1,PF1906-94520,2019-06-13 12:15:57.683,859,KBV761L,1-5241,2,2019-06-13 12:15:57.800,Mobile App,2019-06-13 12:15:57.770,15241,200.00,,,
1,PF1906-94521,2019-06-13 12:16:25.237,859,KCU349F,1-5241,2,2019-06-13 12:16:25.407,Mobile App,2019-06-13 12:16:25.330,15241,200.00,,,
1,PF1906-94522,2019-06-13 12:20:07.610,859,KBK327P,1-5241,2,2019-06-13 12:20:07.750,Mobile App,2019-06-13 12:20:07.720,15241,200.00,,,
1,PF1906-94523,2019-06-13 12:23:39.100,859,KBX277D,1-5241,2,2019-06-13 12:23:39.287,Mobile App,2019-06-13 12:23:39.193,15241,200.00,,,
1,PF1906-94525,2019-06-13 12:24:31.207,859,KCH082H,1-5241,2,2019-06-13 12:24:31.330,Mobile App,2019-06-13 12:24:31.300,15241,200.00,,,
1,PF1906-94527,2019-06-13 12:25:41.493,859,KBK745H,1-5241,2,2019-06-13 12:25:41.977,Mobile App,2019-06-13 12:25:41.807,15241,200.00,,,
1,PF1906-94529,2019-06-13 12:26:05.060,859,KCP154V,1-5241,2,2019-06-13 12:26:05.183,Mobile App,2019-06-13 12:26:05.153,15241,200.00,,,
1,PF1906-94530,2019-06-13 12:26:53.600,859,kby036h,1-5241,2,2019-06-13 12:26:53.740,Mobile App,2019-06-13 12:26:53.710,15241,200.00,,,
1,PF1906-94531,2019-06-13 12:26:57.810,859,KAE226S,1-5241,2,2019-06-13 12:26:57.983,Mobile App,2019-06-13 12:26:57.953,15241,200.00,,,
1,PF1906-94532,2019-06-13 12:27:02.790,859,Kbv617l,1-5241,2,2019-06-13 12:27:02.930,Mobile App,2019-06-13 12:27:02.887,15241,200.00,,,
1,PF1906-94533,2019-06-13 12:27:35.770,859,KCC141C,1-5241,2,2019-06-13 12:27:35.893,Mobile App,2019-06-13 12:27:35.863,15241,200.00,,,
1,PF1906-94534,2019-06-13 12:27:49.153,859,kch833e,1-5241,2,2019-06-13 12:27:49.293,Mobile App,2019-06-13 12:27:49.247,15241,200.00,,,
1,PF1906-94536,2019-06-13 12:32:57.390,859,KBN664Q,1-5241,2,2019-06-13 12:32:58.090,Mobile App,2019-06-13 12:32:57.840,15241,200.00,,,
1,PF1906-94538,2019-06-13 12:37:41.650,859,kcg943d,1-5241,2,2019-06-13 12:37:41.977,Mobile App,2019-06-13 12:37:41.850,15241,200.00,,,
1,PF1906-94539,2019-06-13 12:39:27.427,859,kbu716x,1-5241,2,2019-06-13 12:39:27.567,Mobile App,2019-06-13 12:39:27.520,15241,200.00,,,
1,PF1906-94540,2019-06-13 12:39:57.437,859,kbv449a,1-5241,2,2019-06-13 12:39:57.623,Mobile App,2019-06-13 12:39:57.590,15241,1000.00,,,
1,PF1906-94541,2019-06-13 12:39:58.313,859,KCS341M,1-5241,2,2019-06-13 12:39:58.470,Mobile App,2019-06-13 12:39:58.440,15241,200.00,,,
1,PF1906-94542,2019-06-13 12:40:26.563,859,KCD101P,1-5241,2,2019-06-13 12:40:27.033,Mobile App,2019-06-13 12:40:26.847,15241,200.00,,,
1,PF1906-94544,2019-06-13 12:44:34.890,859,KCR510Z,1-5241,2,2019-06-13 12:44:35.017,Mobile App,2019-06-13 12:44:34.983,15241,200.00,,,
1,PF1906-94546,2019-06-13 12:49:44.220,859,KAU016F,1-5241,2,2019-06-13 12:49:44.360,Mobile App,2019-06-13 12:49:44.313,15241,200.00,,,
1,PF1906-94547,2019-06-13 12:49:54.800,859,kbd143u,1-5241,2,2019-06-13 12:49:54.987,Mobile App,2019-06-13 12:49:54.893,15241,200.00,,,
1,PF1906-94548,2019-06-13 12:49:55.113,859,kbd143u,1-5241,2,2019-06-13 12:49:55.283,Mobile App,2019-06-13 12:49:55.207,15241,200.00,,,
1,PF1906-94549,2019-06-13 13:04:08.667,859,kce942r,1-5241,2,2019-06-13 13:04:08.790,Mobile App,2019-06-13 13:04:08.760,15241,200.00,,,
1,PF1906-94550,2019-06-13 13:05:25.667,859,kbk802m,1-5241,2,2019-06-13 13:05:25.840,Mobile App,2019-06-13 13:05:25.760,15241,200.00,,,
1,PF1906-94551,2019-06-13 13:10:08.620,859,KBQ019Q,1-5241,2,2019-06-13 13:10:08.930,Mobile App,2019-06-13 13:10:08.853,15241,200.00,,,
1,PF1906-94552,2019-06-13 13:10:46.793,859,KCM711U,1-5241,2,2019-06-13 13:10:46.917,Mobile App,2019-06-13 13:10:46.887,15241,200.00,,,
1,PF1906-94555,2019-06-13 13:21:00.500,859,KCU100H,1-5241,2,2019-06-13 13:21:00.623,Mobile App,2019-06-13 13:21:00.593,15241,200.00,,,
1,PF1906-94556,2019-06-13 13:21:01.420,859,886,1-5241,2,2019-06-13 13:21:01.537,Mobile App,2019-06-13 13:21:01.507,15241,200.00,,,
1,PF1906-94557,2019-06-13 13:22:13.480,859,KBW655E,1-5241,2,2019-06-13 13:22:13.573,Mobile App,2019-06-13 13:22:13.540,15241,200.00,,,
1,PF1906-94558,2019-06-13 13:23:01.917,859,KCJ488D,1-5241,2,2019-06-13 13:23:02.040,Mobile App,2019-06-13 13:23:02.010,15241,200.00,,,
1,PF1906-94562,2019-06-13 13:25:17.943,859,Kbl372z,1-5241,2,2019-06-13 13:25:18.067,Mobile App,2019-06-13 13:25:18.037,15241,200.00,,,
1,PF1906-94563,2019-06-13 13:26:16.527,859,KAQ628A,1-5241,2,2019-06-13 13:26:16.683,Mobile App,2019-06-13 13:26:16.620,15241,200.00,,,
1,PF1906-94565,2019-06-13 13:29:41.553,859,KCT353K,1-5241,2,2019-06-13 13:29:41.850,Mobile App,2019-06-13 13:29:41.757,15241,200.00,,,
1,PF1906-94567,2019-06-13 13:30:46.297,859,KCH420Y,1-5241,2,2019-06-13 13:30:46.423,Mobile App,2019-06-13 13:30:46.390,15241,200.00,,,
1,PF1906-94568,2019-06-13 13:30:47.203,859,KCR979D,1-5241,2,2019-06-13 13:30:47.317,Mobile App,2019-06-13 13:30:47.283,15241,200.00,,,
1,PF1906-94569,2019-06-13 13:30:51.783,859,Kbq470z,1-5241,2,2019-06-13 13:30:51.923,Mobile App,2019-06-13 13:30:51.890,15241,200.00,,,
1,PF1906-94572,2019-06-13 13:32:50.900,859,Kar033v,1-5241,2,2019-06-13 13:32:51.087,Mobile App,2019-06-13 13:32:50.993,15241,200.00,,,
1,PF1906-94573,2019-06-13 13:34:57.613,859,KCT492L,1-5241,2,2019-06-13 13:34:57.740,Mobile App,2019-06-13 13:34:57.710,15241,200.00,,,
1,PF1906-94576,2019-06-13 13:42:36.760,859,KCL819Y,1-5241,2,2019-06-13 13:42:36.887,Mobile App,2019-06-13 13:42:36.853,15241,200.00,,,
1,PF1906-94577,2019-06-13 13:43:10.560,859,kaw241m,1-5241,2,2019-06-13 13:43:10.700,Mobile App,2019-06-13 13:43:10.653,15241,200.00,,,
1,PF1906-94578,2019-06-13 13:44:17.087,859,kct902t,1-5241,2,2019-06-13 13:44:17.227,Mobile App,2019-06-13 13:44:17.180,15241,200.00,,,
1,PF1906-94581,2019-06-13 13:49:51.617,859,KBR214V,1-5241,2,2019-06-13 13:49:51.740,Mobile App,2019-06-13 13:49:51.710,15241,200.00,,,
1,PF1906-94583,2019-06-13 13:51:16.373,859,kbv992p,1-5241,2,2019-06-13 13:51:16.513,Mobile App,2019-06-13 13:51:16.480,15241,200.00,,,
1,PF1906-94584,2019-06-13 13:51:17.007,859,KCM103A,1-5241,2,2019-06-13 13:51:17.320,Mobile App,2019-06-13 13:51:17.210,15241,200.00,,,
1,PF1906-94585,2019-06-13 13:53:13.810,859,Kaz334f,1-5241,2,2019-06-13 13:53:14.213,Mobile App,2019-06-13 13:53:14.030,15241,200.00,,,
1,PF1906-94587,2019-06-13 13:54:43.373,859,Kax575t,1-5241,2,2019-06-13 13:54:43.513,Mobile App,2019-06-13 13:54:43.467,15241,200.00,,,
1,PF1906-94590,2019-06-13 13:55:27.570,859,KBP504X,1-5241,2,2019-06-13 13:55:27.693,Mobile App,2019-06-13 13:55:27.663,15241,200.00,,,
1,PF1906-94591,2019-06-13 13:59:04.370,859,KBW727L,1-5241,2,2019-06-13 13:59:04.510,Mobile App,2019-06-13 13:59:04.480,15241,200.00,,,
1,PF1906-94593,2019-06-13 14:07:26.410,859,KCH139G,1-5241,2,2019-06-13 14:07:26.533,Mobile App,2019-06-13 14:07:26.487,15241,200.00,,,
1,PF1906-94594,2019-06-13 14:08:14.677,859,KCK842N,1-5241,2,2019-06-13 14:08:15.037,Mobile App,2019-06-13 14:08:14.897,15241,200.00,,,
1,PF1906-94595,2019-06-13 14:08:54.717,859,KBT771R,1-5241,2,2019-06-13 14:08:54.857,Mobile App,2019-06-13 14:08:54.810,15241,200.00,,,
1,PF1906-94599,2019-06-13 14:12:49.217,859,KBH315D,1-5241,2,2019-06-13 14:12:49.340,Mobile App,2019-06-13 14:12:49.310,15241,200.00,,,
1,PF1906-94601,2019-06-13 14:13:59.050,859,KAY914F,1-5241,2,2019-06-13 14:13:59.173,Mobile App,2019-06-13 14:13:59.143,15241,200.00,,,
1,PF1906-94603,2019-06-13 14:18:33.710,859,KCJ538J,1-5241,2,2019-06-13 14:18:33.973,Mobile App,2019-06-13 14:18:33.927,15241,200.00,,,
1,PF1906-94604,2019-06-13 14:18:59.703,859,kcu712l,1-5241,2,2019-06-13 14:18:59.830,Mobile App,2019-06-13 14:18:59.797,15241,200.00,,,
1,PF1906-94606,2019-06-13 14:21:19.897,859,KAZ337M,1-5241,2,2019-06-13 14:21:20.023,Mobile App,2019-06-13 14:21:19.990,15241,200.00,,,
1,PF1906-94607,2019-06-13 14:25:00.800,859,kcp558u,1-5241,2,2019-06-13 14:25:00.940,Mobile App,2019-06-13 14:25:00.890,15241,200.00,,,
1,PF1906-94610,2019-06-13 14:26:47.693,859,KBC474C,1-5241,2,2019-06-13 14:26:47.833,Mobile App,2019-06-13 14:26:47.787,15241,200.00,,,
1,PF1906-94611,2019-06-13 14:32:41.260,859,KCF790V,1-5241,2,2019-06-13 14:32:41.383,Mobile App,2019-06-13 14:32:41.353,15241,200.00,,,
1,PF1906-94613,2019-06-13 14:34:41.737,859,KBZ979T,1-5241,2,2019-06-13 14:34:41.877,Mobile App,2019-06-13 14:34:41.830,15241,200.00,,,
1,PF1906-94614,2019-06-13 14:38:29.553,859,KBT439V,1-5241,2,2019-06-13 14:38:29.693,Mobile App,2019-06-13 14:38:29.663,15241,200.00,,,
1,PF1906-94615,2019-06-13 14:39:47.947,859,KCD643Y,1-5241,2,2019-06-13 14:39:48.090,Mobile App,2019-06-13 14:39:48.040,15241,200.00,,,
1,PF1906-94616,2019-06-13 14:40:37.280,859,UAT526W,1-5241,2,2019-06-13 14:40:37.407,Mobile App,2019-06-13 14:40:37.373,15241,200.00,,,
1,PF1906-94617,2019-06-13 14:42:07.570,859,KCD721Q,1-5241,2,2019-06-13 14:42:07.710,Mobile App,2019-06-13 14:42:07.680,15241,200.00,,,
1,PF1906-94618,2019-06-13 14:42:44.497,859,KCQ965G,1-5241,2,2019-06-13 14:42:44.637,Mobile App,2019-06-13 14:42:44.590,15241,200.00,,,
1,PF1906-94619,2019-06-13 14:43:46.867,859,KBY314K,1-5241,2,2019-06-13 14:43:46.990,Mobile App,2019-06-13 14:43:46.960,15241,200.00,,,
1,PF1906-94620,2019-06-13 14:44:04.283,859,KCB726L,1-5241,2,2019-06-13 14:44:04.410,Mobile App,2019-06-13 14:44:04.380,15241,200.00,,,
1,PF1906-94621,2019-06-13 14:47:29.240,859,kcd629c,1-5241,2,2019-06-13 14:47:29.383,Mobile App,2019-06-13 14:47:29.337,15241,200.00,,,
1,PF1906-94622,2019-06-13 14:48:03.427,859,kba719y,1-5241,2,2019-06-13 14:48:03.570,Mobile App,2019-06-13 14:48:03.520,15241,200.00,,,
1,PF1906-94623,2019-06-13 14:49:07.560,859,KAZ886M,1-5241,2,2019-06-13 14:49:07.683,Mobile App,2019-06-13 14:49:07.653,15241,200.00,,,
1,PF1906-94624,2019-06-13 14:50:36.030,859,KCK221S,1-5241,2,2019-06-13 14:50:36.153,Mobile App,2019-06-13 14:50:36.107,15241,13000.00,,,
1,PF1906-94625,2019-06-13 14:53:03.960,859,kbl869y,1-5241,2,2019-06-13 14:53:04.100,Mobile App,2019-06-13 14:53:04.053,15241,200.00,,,
1,PF1906-94626,2019-06-13 14:58:19.753,859,kcm076u,1-5241,2,2019-06-13 14:58:19.893,Mobile App,2019-06-13 14:58:19.847,15241,200.00,,,
1,PF1906-94627,2019-06-13 14:58:37.090,859,KBP573B,1-5241,2,2019-06-13 14:58:37.220,Mobile App,2019-06-13 14:58:37.190,15241,200.00,,,
1,PF1906-94630,2019-06-13 15:01:54.000,859,KCP982D,1-5241,2,2019-06-13 15:01:54.123,Mobile App,2019-06-13 15:01:54.090,15241,200.00,,,
1,PF1906-94632,2019-06-13 15:06:04.140,859,KCB014W,1-5241,2,2019-06-13 15:06:04.280,Mobile App,2019-06-13 15:06:04.250,15241,200.00,,,
1,PF1906-94633,2019-06-13 15:06:04.170,859,KCB014W,1-5241,2,2019-06-13 15:06:04.297,Mobile App,2019-06-13 15:06:04.250,15241,200.00,,,
1,PF1906-94634,2019-06-13 15:07:12.807,859,KBS337T,1-5241,2,2019-06-13 15:07:12.980,Mobile App,2019-06-13 15:07:12.900,15241,200.00,,,
1,PF1906-94635,2019-06-13 15:07:24.050,859,KBG574V,1-5241,2,2019-06-13 15:07:24.190,Mobile App,2019-06-13 15:07:24.143,15241,200.00,,,
1,PF1906-94636,2019-06-13 15:07:40.267,859,KCR111R,1-5241,2,2019-06-13 15:07:40.407,Mobile App,2019-06-13 15:07:40.360,15241,200.00,,,
1,PF1906-94637,2019-06-13 15:09:09.130,859,KCL066S,1-5241,2,2019-06-13 15:09:09.257,Mobile App,2019-06-13 15:09:09.227,15241,200.00,,,
1,PF1906-94638,2019-06-13 15:09:33.390,859,kal505a,1-5241,2,2019-06-13 15:09:33.513,Mobile App,2019-06-13 15:09:33.483,15241,200.00,,,
1,PF1906-94639,2019-06-13 15:11:02.127,859,KCE526M,1-5241,2,2019-06-13 15:11:02.267,Mobile App,2019-06-13 15:11:02.237,15241,200.00,,,
1,PF1906-94640,2019-06-13 15:13:09.083,859,kau663w,1-5241,2,2019-06-13 15:13:09.227,Mobile App,2019-06-13 15:13:09.193,15241,200.00,,,
1,PF1906-94643,2019-06-13 15:18:06.500,859,kax799w,1-5241,2,2019-06-13 15:18:06.640,Mobile App,2019-06-13 15:18:06.593,15241,200.00,,,
1,PF1906-94648,2019-06-13 15:28:17.000,859,KBU371S,1-5241,2,2019-06-13 15:28:17.123,Mobile App,2019-06-13 15:28:17.093,15241,200.00,,,
1,PF1906-94653,2019-06-13 15:37:28.250,859,kcn991T,1-5241,2,2019-06-13 15:37:28.377,Mobile App,2019-06-13 15:37:28.343,15241,200.00,,,
1,PF1906-94654,2019-06-13 15:39:56.770,859,KCS141C,1-5241,2,2019-06-13 15:39:56.913,Mobile App,2019-06-13 15:39:56.880,15241,200.00,,,
1,PF1906-94655,2019-06-13 15:52:59.830,859,kcb358w,1-5241,2,2019-06-13 15:52:59.987,Mobile App,2019-06-13 15:52:59.923,15241,200.00,,,
1,PF1906-94657,2019-06-13 16:00:42.910,859,KCT342C,1-5241,2,2019-06-13 16:00:43.037,Mobile App,2019-06-13 16:00:43.003,15241,200.00,,,
1,PF1906-94665,2019-06-13 18:15:22.080,859,KCC164Q,1-5241,2,2019-06-13 18:15:22.207,Mobile App,2019-06-13 18:15:22.173,15241,200.00,,,
1,PF1906-94666,2019-06-13 18:15:22.253,859,KCC164Q,1-5241,2,2019-06-13 18:15:22.377,Mobile App,2019-06-13 18:15:22.347,15241,200.00,,,
1,PF1906-94667,2019-06-13 19:34:30.603,859,KBG904A,1-5241,2,2019-06-13 19:34:30.747,Mobile App,2019-06-13 19:34:30.713,15241,13000.00,,,
